"database_id","target_id","comparator_id","analysis_id","covariate_id","coefficient"
"Open Claims",1772597,1772598,1,8007,0.15073867745002
"Open Claims",1772597,1772598,1,2212736702,0.142217012767071
"Open Claims",1772597,1772598,1,21604462413,0.13814954551306
"Open Claims",1772597,1772598,1,2212736704,0.136511325265951
"Open Claims",1772597,1772598,1,9007,0.136124513907787
"Open Claims",1772597,1772598,1,2414394502,-0.132351059385699
"Open Claims",1772597,1772598,1,433605210,0.131749124319851
"Open Claims",1772597,1772598,1,74125210,-0.131268960103169
"Open Claims",1772597,1772598,1,725131410,-0.130692761661848
"Open Claims",1772597,1772598,1,4013636502,-0.129887625138071
"Open Claims",1772597,1772598,1,2212392704,-0.129700586092159
"Open Claims",1772597,1772598,1,21604729410,0.127977484636908
"Open Claims",1772597,1772598,1,21604146410,0.123362240230189
"Open Claims",1772597,1772598,1,4129418210,0.123359292829974
"Open Claims",1772597,1772598,1,10007,0.122801181452867
"Open Claims",1772597,1772598,1,12007,0.121244287700883
"Open Claims",1772597,1772598,1,2212774702,-0.119766263820707
"Open Claims",1772597,1772598,1,80809210,0.116892278418224
"Open Claims",1772597,1772598,1,21603923410,0.116849973416829
"Open Claims",1772597,1772598,1,21601855413,0.11667755241847
"Open Claims",1772597,1772598,1,2212188702,-0.116406873906285
"Open Claims",1772597,1772598,1,2212597702,-0.113683019683778
"Open Claims",1772597,1772598,1,255348210,-0.10906868771713
"Open Claims",1772597,1772598,1,21604343413,0.109015959984506
"Open Claims",1772597,1772598,1,320128212,-0.105147514836769
"Open Claims",1772597,1772598,1,80502210,0.104450731653679
"Open Claims",1772597,1772598,1,21600744410,-0.104295080714349
"Open Claims",1772597,1772598,1,21603746410,0.104233677004312
"Open Claims",1772597,1772598,1,2211388502,0.103855667573167
"Open Claims",1772597,1772598,1,21602818410,0.101380486279797
"Open Claims",1772597,1772598,1,2211398502,0.100182527135735
"Open Claims",1772597,1772598,1,2211361504,-0.099941966118839
"Open Claims",1772597,1772598,1,21604254410,0.0997605579356921
"Open Claims",1772597,1772598,1,21604180412,0.0981128907777853
"Open Claims",1772597,1772598,1,21604848410,-0.0979737378410895
"Open Claims",1772597,1772598,1,21603130412,0.0957224054024921
"Open Claims",1772597,1772598,1,444070210,0.0942384223972861
"Open Claims",1772597,1772598,1,1186087412,0.0940592555112233
"Open Claims",1772597,1772598,1,4028244210,0.0906753023356017
"Open Claims",1772597,1772598,1,1115008410,-0.0892263401526643
"Open Claims",1772597,1772598,1,2211310802,0.0885624149054087
"Open Claims",1772597,1772598,1,2212737704,0.0877934457121928
"Open Claims",1772597,1772598,1,440704210,0.0870561147674384
"Open Claims",1772597,1772598,1,939506410,-0.0862170274672752
"Open Claims",1772597,1772598,1,21604565413,-0.0857552824706967
"Open Claims",1772597,1772598,1,21604817410,-0.0850239890242408
"Open Claims",1772597,1772598,1,42628373502,0.0848956127411703
"Open Claims",1772597,1772598,1,21602359412,0.0843057089895332
"Open Claims",1772597,1772598,1,2212099702,-0.0833867961719286
"Open Claims",1772597,1772598,1,4306780502,-0.0831731569925409
"Open Claims",1772597,1772598,1,2617827802,0.0831515585911689
"Open Claims",1772597,1772598,1,21602054410,0.0805275072332016
"Open Claims",1772597,1772598,1,2212189702,-0.080236552230353
"Open Claims",1772597,1772598,1,19039926412,0.0798788939479137
"Open Claims",1772597,1772598,1,19111620410,-0.0795002671655323
"Open Claims",1772597,1772598,1,78230210,0.0794571555874601
"Open Claims",1772597,1772598,1,1592085410,-0.0789480285502349
"Open Claims",1772597,1772598,1,21604685413,-0.0780561317582159
"Open Claims",1772597,1772598,1,21603923413,0.0778947145659353
"Open Claims",1772597,1772598,1,4009890210,-0.0776537678776363
"Open Claims",1772597,1772598,1,2016006,0.0768238934385687
"Open Claims",1772597,1772598,1,2514399502,0.0768190376448384
"Open Claims",1772597,1772598,1,21601119410,-0.0757545778318229
"Open Claims",1772597,1772598,1,21602797410,0.0741202782860064
"Open Claims",1772597,1772598,1,440383212,-0.0737883189121812
"Open Claims",1772597,1772598,1,21604181413,0.0734415563229615
"Open Claims",1772597,1772598,1,1551099413,0.0732587581455745
"Open Claims",1772597,1772598,1,21600662413,-0.0728251554770769
"Open Claims",1772597,1772598,1,21604687412,0.0723877992753992
"Open Claims",1772597,1772598,1,4117779210,-0.0723021754242143
"Open Claims",1772597,1772598,1,4280354210,-0.0707172024985825
"Open Claims",1772597,1772598,1,4238738802,0.0704592593704544
"Open Claims",1772597,1772598,1,440921210,0.0703532522419181
"Open Claims",1772597,1772598,1,2414395502,-0.0700741979431691
"Open Claims",1772597,1772598,1,2212593704,-0.0695827444028316
"Open Claims",1772597,1772598,1,42628425502,0.0695638676435873
"Open Claims",1772597,1772598,1,4141523210,-0.0694492805667489
"Open Claims",1772597,1772598,1,2007,-0.0689124996315925
"Open Claims",1772597,1772598,1,2414393502,-0.0687626169200884
"Open Claims",1772597,1772598,1,21603960410,-0.0683859080905803
"Open Claims",1772597,1772598,1,21601770410,0.068377010370188
"Open Claims",1772597,1772598,1,21600381410,-0.067861203393846
"Open Claims",1772597,1772598,1,2212823702,-0.0676913228857942
"Open Claims",1772597,1772598,1,2212887702,-0.0674841574588548
"Open Claims",1772597,1772598,1,21601782410,0.0674815958193386
"Open Claims",1772597,1772598,1,4150062210,-0.0659503647168582
"Open Claims",1772597,1772598,1,4147961502,0.0655782201363245
"Open Claims",1772597,1772598,1,21602251413,-0.0654937004217791
"Open Claims",1772597,1772598,1,948078412,-0.0654634173993381
"Open Claims",1772597,1772598,1,4149140802,-0.0649437991093082
"Open Claims",1772597,1772598,1,21601853410,-0.0644375933985406
"Open Claims",1772597,1772598,1,432582210,-0.06429785962984
"Open Claims",1772597,1772598,1,42739579502,-0.0641384641357082
"Open Claims",1772597,1772598,1,1742253410,0.06400161654631
"Open Claims",1772597,1772598,1,4145333502,-0.0638269359757862
"Open Claims",1772597,1772598,1,797399410,-0.0635791938913253
"Open Claims",1772597,1772598,1,2514409502,0.0635114522348965
"Open Claims",1772597,1772598,1,21601664412,0.0632678548943318
"Open Claims",1772597,1772598,1,75897210,-0.0631187735212619
"Open Claims",1772597,1772598,1,443784212,-0.0629184829279477
"Open Claims",1772597,1772598,1,21603926413,-0.0628775734349666
"Open Claims",1772597,1772598,1,715233410,-0.0627008016124267
"Open Claims",1772597,1772598,1,433595212,0.0626826301661329
"Open Claims",1772597,1772598,1,2313636502,0.0622555478702766
"Open Claims",1772597,1772598,1,4013263210,0.0611878246100336
"Open Claims",1772597,1772598,1,2212830704,-0.0609296126377103
"Open Claims",1772597,1772598,1,7007,0.0608059170562632
"Open Claims",1772597,1772598,1,974166410,-0.0608015889378905
"Open Claims",1772597,1772598,1,2212091702,-0.0605279795567072
"Open Claims",1772597,1772598,1,4098179702,-0.0599979762499962
"Open Claims",1772597,1772598,1,4087642210,-0.0594621751116575
"Open Claims",1772597,1772598,1,4150129210,-0.05939245355755
"Open Claims",1772597,1772598,1,21603933413,0.0593918138425685
"Open Claims",1772597,1772598,1,4061735210,0.059121132070969
"Open Claims",1772597,1772598,1,21603503413,-0.058930205039304
"Open Claims",1772597,1772598,1,2313814702,0.0585927811816874
"Open Claims",1772597,1772598,1,316139210,0.0584303364131219
"Open Claims",1772597,1772598,1,2314229502,0.0584110535090996
"Open Claims",1772597,1772598,1,2211414502,0.0583378721373695
"Open Claims",1772597,1772598,1,1308216412,-0.0580131803693369
"Open Claims",1772597,1772598,1,21600002410,0.0579217352205789
"Open Claims",1772597,1772598,1,21604848413,-0.0577904451481629
"Open Claims",1772597,1772598,1,42709838210,0.0575902509749853
"Open Claims",1772597,1772598,1,998415410,-0.0573101867874741
"Open Claims",1772597,1772598,1,2213392502,0.0568424369123146
"Open Claims",1772597,1772598,1,4062637502,-0.0567509786681778
"Open Claims",1772597,1772598,1,77079212,0.0566963812966636
"Open Claims",1772597,1772598,1,320420210,0.0565344814519248
"Open Claims",1772597,1772598,1,42739588504,0.0564640061745885
"Open Claims",1772597,1772598,1,1178663410,-0.0561998322251415
"Open Claims",1772597,1772598,1,2314220502,-0.0558828537824683
"Open Claims",1772597,1772598,1,21602752413,0.0553865970928806
"Open Claims",1772597,1772598,1,321319210,0.0547419056620028
"Open Claims",1772597,1772598,1,21602282410,0.0545726585606489
"Open Claims",1772597,1772598,1,21604254413,0.0544047204150011
"Open Claims",1772597,1772598,1,21603890412,-0.0543326871166446
"Open Claims",1772597,1772598,1,21600662410,-0.0537683467562607
"Open Claims",1772597,1772598,1,21602004410,0.0531429311362005
"Open Claims",1772597,1772598,1,1177480410,-0.0531035938770253
"Open Claims",1772597,1772598,1,5007,0.0529772726191532
"Open Claims",1772597,1772598,1,21604255412,0.0527711411334345
"Open Claims",1772597,1772598,1,437312210,-0.0524439568558753
"Open Claims",1772597,1772598,1,778711413,0.051945855475013
"Open Claims",1772597,1772598,1,4170554210,-0.0512896104958841
"Open Claims",1772597,1772598,1,21604801412,0.0507126800362705
"Open Claims",1772597,1772598,1,134736212,-0.050521687912065
"Open Claims",1772597,1772598,1,444100210,-0.0500009088185187
"Open Claims",1772597,1772598,1,440069210,-0.0494089492550071
"Open Claims",1772597,1772598,1,4035441210,0.0485365466367304
"Open Claims",1772597,1772598,1,21604709410,-0.0483983808825985
"Open Claims",1772597,1772598,1,961047410,-0.048066350182009
"Open Claims",1772597,1772598,1,74125212,-0.047644133528661
"Open Claims",1772597,1772598,1,21601237412,0.0475499618531707
"Open Claims",1772597,1772598,1,715259410,0.046711220370207
"Open Claims",1772597,1772598,1,200219210,-0.0462750385353952
"Open Claims",1772597,1772598,1,2212761702,0.0461780470430881
"Open Claims",1772597,1772598,1,21604685412,-0.0459613731809489
"Open Claims",1772597,1772598,1,4132091210,-0.0458981066728896
"Open Claims",1772597,1772598,1,4208786210,-0.0455391046768101
"Open Claims",1772597,1772598,1,2212615702,-0.0454312657716784
"Open Claims",1772597,1772598,1,2212090702,-0.0453725094312201
"Open Claims",1772597,1772598,1,2314285502,0.0449909481280428
"Open Claims",1772597,1772598,1,21601919410,-0.0449058011468515
"Open Claims",1772597,1772598,1,44784217210,0.0442104659942502
"Open Claims",1772597,1772598,1,4166666210,-0.0440491352067646
"Open Claims",1772597,1772598,1,4283893210,-0.0437692682392188
"Open Claims",1772597,1772598,1,1167322410,-0.0434973663072257
"Open Claims",1772597,1772598,1,4109085210,-0.0433682825108373
"Open Claims",1772597,1772598,1,21600011412,0.0431506149337095
"Open Claims",1772597,1772598,1,2313975502,-0.0431253707929752
"Open Claims",1772597,1772598,1,4116778210,0.0426291145530552
"Open Claims",1772597,1772598,1,21603754410,0.0422499401820196
"Open Claims",1772597,1772598,1,46275993410,0.0422404720746825
"Open Claims",1772597,1772598,1,2102901502,0.0421547370522085
"Open Claims",1772597,1772598,1,21602868410,0.0421009183352373
"Open Claims",1772597,1772598,1,4204199210,-0.0420404502640174
"Open Claims",1772597,1772598,1,21602119410,-0.0418228058122278
"Open Claims",1772597,1772598,1,80813210,-0.0417377951094057
"Open Claims",1772597,1772598,1,21600531410,-0.0415339754353438
"Open Claims",1772597,1772598,1,2108115504,-0.0415167293932152
"Open Claims",1772597,1772598,1,2211809502,-0.0413535383555171
"Open Claims",1772597,1772598,1,21600959413,-0.0411584537253924
"Open Claims",1772597,1772598,1,2213418502,-0.0409154237453258
"Open Claims",1772597,1772598,1,2014006,0.0407140483662986
"Open Claims",1772597,1772598,1,21604825410,0.0405725275432214
"Open Claims",1772597,1772598,1,42628383502,0.0402216519776029
"Open Claims",1772597,1772598,1,2212996702,0.0401731030823002
"Open Claims",1772597,1772598,1,4083787210,0.0400528722719606
"Open Claims",1772597,1772598,1,4313306502,0.0400198260077888
"Open Claims",1772597,1772598,1,320128210,-0.0394116842782123
"Open Claims",1772597,1772598,1,4181187212,0.0393086994091296
"Open Claims",1772597,1772598,1,4309371802,0.039104665313738
"Open Claims",1772597,1772598,1,1777087410,-0.0382661158230544
"Open Claims",1772597,1772598,1,2314213502,-0.038053158599615
"Open Claims",1772597,1772598,1,4134440212,-0.0379914438095844
"Open Claims",1772597,1772598,1,373478210,-0.0377556503802486
"Open Claims",1772597,1772598,1,21601278410,-0.0374775411884714
"Open Claims",1772597,1772598,1,4149140804,-0.0372859831754132
"Open Claims",1772597,1772598,1,4028876210,0.0372158488306212
"Open Claims",1772597,1772598,1,138384210,-0.0370888731276501
"Open Claims",1772597,1772598,1,1782521410,-0.0369341651512641
"Open Claims",1772597,1772598,1,1305058412,-0.0368986953680784
"Open Claims",1772597,1772598,1,21602073410,-0.0363903528701422
"Open Claims",1772597,1772598,1,923645410,-0.0344901154644063
"Open Claims",1772597,1772598,1,42709843210,0.0344561533671201
"Open Claims",1772597,1772598,1,4185207210,0.0344003041733828
"Open Claims",1772597,1772598,1,725131412,-0.0343155510121449
"Open Claims",1772597,1772598,1,1716903410,0.0338432045765181
"Open Claims",1772597,1772598,1,4182007212,-0.0334669252864452
"Open Claims",1772597,1772598,1,10003,-0.0334461867555887
"Open Claims",1772597,1772598,1,21602722410,0.033415175659529
"Open Claims",1772597,1772598,1,252662210,0.0333244297595756
"Open Claims",1772597,1772598,1,21600713410,-0.0332103014744579
"Open Claims",1772597,1772598,1,734354410,0.0331590683876256
"Open Claims",1772597,1772598,1,80180212,0.0329100122657517
"Open Claims",1772597,1772598,1,1103314412,-0.0329021027841398
"Open Claims",1772597,1772598,1,21602944410,0.0324513827001191
"Open Claims",1772597,1772598,1,45888271502,0.03221708662491
"Open Claims",1772597,1772598,1,140168210,-0.0319449393899058
"Open Claims",1772597,1772598,1,21601907412,-0.031889182140377
"Open Claims",1772597,1772598,1,21600095410,0.0315945375910896
"Open Claims",1772597,1772598,1,4013518210,0.0312199786386089
"Open Claims",1772597,1772598,1,1539403410,-0.0310675203361218
"Open Claims",1772597,1772598,1,2212359702,-0.0310397545603984
"Open Claims",1772597,1772598,1,1548195412,-0.0305080796239854
"Open Claims",1772597,1772598,1,1154343413,-0.0299115961465179
"Open Claims",1772597,1772598,1,4116811212,-0.0298422642261485
"Open Claims",1772597,1772598,1,2212367702,-0.0297535681831534
"Open Claims",1772597,1772598,1,1314002410,0.0296924400686016
"Open Claims",1772597,1772598,1,2102912502,-0.0290042491901554
"Open Claims",1772597,1772598,1,21601745410,-0.0286304937332812
"Open Claims",1772597,1772598,1,140673210,-0.0280949612430721
"Open Claims",1772597,1772598,1,2212824702,-0.0274906513714168
"Open Claims",1772597,1772598,1,21604253413,0.0274852759580131
"Open Claims",1772597,1772598,1,2617881802,0.0273187715259916
"Open Claims",1772597,1772598,1,21603551412,0.0272408025765831
"Open Claims",1772597,1772598,1,2212295702,-0.027231918842168
"Open Claims",1772597,1772598,1,21603365410,-0.0270296701376529
"Open Claims",1772597,1772598,1,6007,0.0269452103134957
"Open Claims",1772597,1772598,1,21604253410,0.0269156838424675
"Open Claims",1772597,1772598,1,2514435502,0.0268278348135948
"Open Claims",1772597,1772598,1,4043671210,-0.026797275926884
"Open Claims",1772597,1772598,1,4133643210,0.0267661448490781
"Open Claims",1772597,1772598,1,21603966410,-0.0266868737729944
"Open Claims",1772597,1772598,1,46271381210,-0.0265007114755582
"Open Claims",1772597,1772598,1,21602104410,0.0263067842305393
"Open Claims",1772597,1772598,1,4014120212,-0.0262161619093692
"Open Claims",1772597,1772598,1,21601119412,-0.026211377491843
"Open Claims",1772597,1772598,1,2212753702,-0.0261029167074625
"Open Claims",1772597,1772598,1,1346823410,0.0260643990343972
"Open Claims",1772597,1772598,1,3007,-0.0255857726402401
"Open Claims",1772597,1772598,1,43021974210,0.0255075013209209
"Open Claims",1772597,1772598,1,2314008502,0.0253506460923268
"Open Claims",1772597,1772598,1,37109774802,-0.0252957716215897
"Open Claims",1772597,1772598,1,21600959410,0.0251507810298368
"Open Claims",1772597,1772598,1,21602002410,0.0250102314121005
"Open Claims",1772597,1772598,1,2313815702,-0.0249891567379998
"Open Claims",1772597,1772598,1,21600714410,-0.0249743297301599
"Open Claims",1772597,1772598,1,440029210,0.0248605818564254
"Open Claims",1772597,1772598,1,2313816702,-0.0244680864227113
"Open Claims",1772597,1772598,1,4037672502,-0.0244666412941204
"Open Claims",1772597,1772598,1,2212638702,0.0242640590352851
"Open Claims",1772597,1772598,1,42873918410,-0.023927554256254
"Open Claims",1772597,1772598,1,40484935210,-0.0238747574603968
"Open Claims",1772597,1772598,1,72993212,0.0234795030588315
"Open Claims",1772597,1772598,1,4014120210,-0.0232924548418291
"Open Claims",1772597,1772598,1,4025202210,-0.0232249608136979
"Open Claims",1772597,1772598,1,2108115502,0.0231859394547971
"Open Claims",1772597,1772598,1,21604653410,0.0231610512292173
"Open Claims",1772597,1772598,1,2212523702,-0.023010549326154
"Open Claims",1772597,1772598,1,2414397504,0.0226856201970851
"Open Claims",1772597,1772598,1,442752210,-0.0226621458679519
"Open Claims",1772597,1772598,1,902722410,0.0224283270374311
"Open Claims",1772597,1772598,1,934075410,0.0222776679930294
"Open Claims",1772597,1772598,1,42739576502,-0.0221187321290096
"Open Claims",1772597,1772598,1,2313635502,0.0214727944825848
"Open Claims",1772597,1772598,1,141932210,0.0214219626969912
"Open Claims",1772597,1772598,1,4345597210,0.0209779249583353
"Open Claims",1772597,1772598,1,4212540210,-0.0209621735636326
"Open Claims",1772597,1772598,1,21603302412,-0.0209218953184568
"Open Claims",1772597,1772598,1,134736210,-0.0204465383147609
"Open Claims",1772597,1772598,1,781039410,0.0203754818446968
"Open Claims",1772597,1772598,1,21604389412,-0.0203625063494439
"Open Claims",1772597,1772598,1,1149196410,-0.0202586192731706
"Open Claims",1772597,1772598,1,704943410,-0.0201933328819427
"Open Claims",1772597,1772598,1,1150345410,-0.019873231552545
"Open Claims",1772597,1772598,1,21601421412,-0.0197467763343273
"Open Claims",1772597,1772598,1,2314262502,-0.0192880678620315
"Open Claims",1772597,1772598,1,255891210,0.0191658426541241
"Open Claims",1772597,1772598,1,440059210,0.019137771316448
"Open Claims",1772597,1772598,1,798874413,-0.0189975317878395
"Open Claims",1772597,1772598,1,21601387412,-0.0189388781469033
"Open Claims",1772597,1772598,1,761012210,0.0186838611300941
"Open Claims",1772597,1772598,1,42628254502,0.0185609908656698
"Open Claims",1772597,1772598,1,734354413,0.0181134663310841
"Open Claims",1772597,1772598,1,4329041210,0.0176001444067841
"Open Claims",1772597,1772598,1,4150062212,-0.0172985422739723
"Open Claims",1772597,1772598,1,21604848412,-0.01729261896186
"Open Claims",1772597,1772598,1,1557272412,-0.0172345729771469
"Open Claims",1772597,1772598,1,46272452802,0.0171809706188182
"Open Claims",1772597,1772598,1,21603892410,0.0171746892912877
"Open Claims",1772597,1772598,1,317002210,-0.0169867692256264
"Open Claims",1772597,1772598,1,21603041410,0.0167591569628805
"Open Claims",1772597,1772598,1,21600601410,0.0167416002084593
"Open Claims",1772597,1772598,1,4013991210,0.016322329172549
"Open Claims",1772597,1772598,1,778711412,0.016069212859097
"Open Claims",1772597,1772598,1,4141759502,-0.0159226775172483
"Open Claims",1772597,1772598,1,197032210,0.0158541241218546
"Open Claims",1772597,1772598,1,437663210,0.015796811583972
"Open Claims",1772597,1772598,1,2414396504,-0.0156771123983241
"Open Claims",1772597,1772598,1,21604180410,0.0156468638256043
"Open Claims",1772597,1772598,1,21603282413,0.0156407452731112
"Open Claims",1772597,1772598,1,21602055410,0.0156151745392848
"Open Claims",1772597,1772598,1,21604303410,-0.0155852187865897
"Open Claims",1772597,1772598,1,2213039702,0.0153092699859731
"Open Claims",1772597,1772598,1,81303210,-0.0151871236182422
"Open Claims",1772597,1772598,1,1557272410,-0.0150793294053956
"Open Claims",1772597,1772598,1,4079750212,0.0150296129032755
"Open Claims",1772597,1772598,1,77074210,-0.0149626249803542
"Open Claims",1772597,1772598,1,21600095412,0.014800021705729
"Open Claims",1772597,1772598,1,2213087702,-0.0145405605422082
"Open Claims",1772597,1772598,1,312437210,0.014485463975457
"Open Claims",1772597,1772598,1,21603638410,0.0141523999346626
"Open Claims",1772597,1772598,1,197304210,0.014067941621273
"Open Claims",1772597,1772598,1,1545958410,-0.0138978441770115
"Open Claims",1772597,1772598,1,2514437502,-0.013724897714099
"Open Claims",1772597,1772598,1,1506270413,-0.0137185126056269
"Open Claims",1772597,1772598,1,4035611210,0.0136166390088635
"Open Claims",1772597,1772598,1,21600800413,0.013452677403443
"Open Claims",1772597,1772598,1,2212737702,0.013420210608214
"Open Claims",1772597,1772598,1,21602968410,0.0134116174219241
"Open Claims",1772597,1772598,1,78234210,-0.0132608441686097
"Open Claims",1772597,1772598,1,80816210,0.0131119882841158
"Open Claims",1772597,1772598,1,21602795412,0.0129134572212179
"Open Claims",1772597,1772598,1,2106281802,0.012662310681927
"Open Claims",1772597,1772598,1,21601517410,0.0126038486606211
"Open Claims",1772597,1772598,1,2314297502,-0.0125589063224122
"Open Claims",1772597,1772598,1,4134593210,-0.012247916797426
"Open Claims",1772597,1772598,1,4186037802,0.0119727444574437
"Open Claims",1772597,1772598,1,40483794210,0.0118897901767332
"Open Claims",1772597,1772598,1,21601783412,-0.0117227406056283
"Open Claims",1772597,1772598,1,443769210,0.0116340185706462
"Open Claims",1772597,1772598,1,42628158502,-0.0115957901029141
"Open Claims",1772597,1772598,1,2617452502,-0.0115690850632808
"Open Claims",1772597,1772598,1,42739588502,0.0113550619550053
"Open Claims",1772597,1772598,1,43533339802,0.0108483406730647
"Open Claims",1772597,1772598,1,2414397502,-0.0104734895216949
"Open Claims",1772597,1772598,1,1174888413,0.0102275427816162
"Open Claims",1772597,1772598,1,21601907410,0.0100329578301769
"Open Claims",1772597,1772598,1,42628608802,0.00977751111984358
"Open Claims",1772597,1772598,1,939259412,0.0095315030516334
"Open Claims",1772597,1772598,1,4132855504,-0.00947527516329482
"Open Claims",1772597,1772598,1,433740210,0.0093831042179832
"Open Claims",1772597,1772598,1,1717704410,0.00918082031151336
"Open Claims",1772597,1772598,1,21600697410,-0.00911150232818553
"Open Claims",1772597,1772598,1,2212761704,0.00898133101335013
"Open Claims",1772597,1772598,1,436070210,0.00889838779725271
"Open Claims",1772597,1772598,1,444208210,-0.00866630350522459
"Open Claims",1772597,1772598,1,929887410,0.00849461222412379
"Open Claims",1772597,1772598,1,4132926210,0.00834953197556179
"Open Claims",1772597,1772598,1,4083556212,-0.0083391641724657
"Open Claims",1772597,1772598,1,444207210,-0.00809902489530002
"Open Claims",1772597,1772598,1,4309912210,-0.00807182148164027
"Open Claims",1772597,1772598,1,435463210,0.00791315996860473
"Open Claims",1772597,1772598,1,2514521502,-0.00746733439051161
"Open Claims",1772597,1772598,1,21604304412,-0.00738922786132653
"Open Claims",1772597,1772598,1,21602728410,0.00725466310933893
"Open Claims",1772597,1772598,1,4164436210,-0.00706144066240506
"Open Claims",1772597,1772598,1,4288734210,-0.00704790898114726
"Open Claims",1772597,1772598,1,21604462412,0.00684603090143735
"Open Claims",1772597,1772598,1,1797513410,-0.00658359082860191
"Open Claims",1772597,1772598,1,4042056212,-0.00653744818228097
"Open Claims",1772597,1772598,1,4161193210,0.006507827200453
"Open Claims",1772597,1772598,1,21604269412,0.00634896284669401
"Open Claims",1772597,1772598,1,436096210,-0.00627646078758555
"Open Claims",1772597,1772598,1,40484533210,0.00615818840123004
"Open Claims",1772597,1772598,1,2213288702,0.00614499607509565
"Open Claims",1772597,1772598,1,21603550410,0.00604782840048756
"Open Claims",1772597,1772598,1,443784210,0.00591015619948487
"Open Claims",1772597,1772598,1,21602098412,-0.00569032143619109
"Open Claims",1772597,1772598,1,21605008412,0.00562831777634494
"Open Claims",1772597,1772598,1,2212824704,0.00546986759847819
"Open Claims",1772597,1772598,1,2211361502,-0.0052770363582672
"Open Claims",1772597,1772598,1,79903212,0.00523223261490443
"Open Claims",1772597,1772598,1,4054054210,-0.00518610511354152
"Open Claims",1772597,1772598,1,923645412,-0.00508844450908399
"Open Claims",1772597,1772598,1,4077697502,-0.00499491749082832
"Open Claims",1772597,1772598,1,42739591502,-0.00497933790989096
"Open Claims",1772597,1772598,1,904453410,0.00496423477313707
"Open Claims",1772597,1772598,1,21604389410,-0.00492281270601008
"Open Claims",1772597,1772598,1,4230911502,-0.00477796215533633
"Open Claims",1772597,1772598,1,442604210,0.00471372593030443
"Open Claims",1772597,1772598,1,4231363210,0.00470610329356962
"Open Claims",1772597,1772598,1,1551099410,0.00463556145429797
"Open Claims",1772597,1772598,1,21601822410,0.00452592087457101
"Open Claims",1772597,1772598,1,21603926412,-0.00450310890488071
"Open Claims",1772597,1772598,1,4272162210,-0.00449047676505129
"Open Claims",1772597,1772598,1,2212731702,0.00440047767723737
"Open Claims",1772597,1772598,1,2212093702,0.00438518589455969
"Open Claims",1772597,1772598,1,21603891412,-0.00425190927190478
"Open Claims",1772597,1772598,1,2102897502,-0.00398877370157324
"Open Claims",1772597,1772598,1,4270828210,-0.00377808156528985
"Open Claims",1772597,1772598,1,4344497210,0.0036148147045569
"Open Claims",1772597,1772598,1,21602471410,0.00361202738715461
"Open Claims",1772597,1772598,1,2211473502,0.00350624834217748
"Open Claims",1772597,1772598,1,4006969210,0.00342463113933993
"Open Claims",1772597,1772598,1,21603130410,0.00334471610732021
"Open Claims",1772597,1772598,1,21602099412,-0.00323603851882587
"Open Claims",1772597,1772598,1,21600001413,0.00321669630478567
"Open Claims",1772597,1772598,1,80180210,0.00300499862097835
"Open Claims",1772597,1772598,1,138525212,0.00290327656092395
"Open Claims",1772597,1772598,1,4187768210,-0.00286131111477593
"Open Claims",1772597,1772598,1,21604390412,-0.00267056376170404
