"database_id","target_id","comparator_id","analysis_id","preference_score","target_density","comparator_density"
"Open Claims",1772597,1772598,1,0.323232323232323,1.01346280011082,2.51069649938902
"Open Claims",1772597,1772598,1,0.333333333333333,1.07818443503449,2.52899306606945
"Open Claims",1772597,1772598,1,0.343434343434343,1.13718515239124,2.52610572861308
"Open Claims",1772597,1772598,1,0.353535353535354,1.1927278602097,2.51014097296276
"Open Claims",1772597,1772598,1,0.363636363636364,1.24843635898446,2.49068723762593
"Open Claims",1772597,1772598,1,0.373737373737374,1.30699353000313,2.47170837825158
"Open Claims",1772597,1772598,1,0.383838383838384,1.36854969847787,2.4520830241785
"Open Claims",1772597,1772598,1,0.393939393939394,1.43077428311225,2.42998307287952
"Open Claims",1772597,1772598,1,0.404040404040404,1.49022468761068,2.40369489185149
"Open Claims",1772597,1772598,1,0.414141414141414,1.54417853260453,2.36929316238479
"Open Claims",1772597,1772598,1,0.424242424242424,1.59149097484269,2.31987145836816
"Open Claims",1772597,1772598,1,0.434343434343434,1.63265565574926,2.25002407110715
"Open Claims",1772597,1772598,1,0.444444444444444,1.66941667714644,2.16141634914061
"Open Claims",1772597,1772598,1,0.454545454545455,1.70429531473794,2.06253758795928
"Open Claims",1772597,1772598,1,0.464646464646465,1.73940848209789,1.96368381945223
"Open Claims",1772597,1772598,1,0.474747474747475,1.77530876079699,1.87091390033097
"Open Claims",1772597,1772598,1,0.484848484848485,1.81023356454557,1.78449157870104
"Open Claims",1772597,1772598,1,0.494949494949495,1.84070305828492,1.7025705256065
"Open Claims",1772597,1772598,1,0.505050505050505,1.86341502716438,1.62550648681451
"Open Claims",1772597,1772598,1,0.515151515151515,1.87686302855796,1.55656792804781
"Open Claims",1772597,1772598,1,0.525252525252525,1.8816484080378,1.49752727451573
"Open Claims",1772597,1772598,1,0.535353535353535,1.87950856985349,1.44447338015497
"Open Claims",1772597,1772598,1,0.545454545454546,1.87182334153375,1.38951628842195
"Open Claims",1772597,1772598,1,0.555555555555556,1.85857763860816,1.32623244983608
"Open Claims",1772597,1772598,1,0.565656565656566,1.83862734816617,1.25351562324827
"Open Claims",1772597,1772598,1,0.575757575757576,1.81082912961001,1.17581176933664
"Open Claims",1772597,1772598,1,0.585858585858586,1.77583941018256,1.0992399430483
"Open Claims",1772597,1772598,1,0.595959595959596,1.73648954427491,1.02839356952533
"Open Claims",1772597,1772598,1,0.606060606060606,1.69701421317839,0.965005654724145
"Open Claims",1772597,1772598,1,0.616161616161616,1.66126128423146,0.908311826620189
"Open Claims",1772597,1772598,1,0.626262626262626,1.63097049784825,0.855481459263228
"Open Claims",1772597,1772598,1,0.636363636363636,1.60558969117029,0.803107848290729
"Open Claims",1772597,1772598,1,0.646464646464647,1.58314012378128,0.748486796337973
"Open Claims",1772597,1772598,1,0.656565656565657,1.56117097403696,0.690778945175773
"Open Claims",1772597,1772598,1,0.666666666666667,1.53726735743877,0.632110113012301
"Open Claims",1772597,1772598,1,0.676767676767677,1.50931920712142,0.577590079586653
"Open Claims",1772597,1772598,1,0.686868686868687,1.47587371012997,0.532874486636555
"Open Claims",1772597,1772598,1,0.696969696969697,1.43688428302523,0.499594864565496
"Open Claims",1772597,1772598,1,0.707070707070707,1.39440493071035,0.473822511144082
"Open Claims",1772597,1772598,1,0.717171717171717,1.35231183395487,0.448679309796493
"Open Claims",1772597,1772598,1,0.727272727272727,1.31473544322228,0.419699159985515
"Open Claims",1772597,1772598,1,0.737373737373737,1.28438142020472,0.387226691664139
"Open Claims",1772597,1772598,1,0.747474747474748,1.26179431400584,0.354796160861835
"Open Claims",1772597,1772598,1,0.757575757575758,1.24574674144445,0.325859437270715
"Open Claims",1772597,1772598,1,0.767676767676768,1.23511869238261,0.301207102232477
"Open Claims",1772597,1772598,1,0.777777777777778,1.22965809477964,0.279314393346314
"Open Claims",1772597,1772598,1,0.787878787878788,1.22942478323471,0.258780408599228
"Open Claims",1772597,1772598,1,0.797979797979798,1.23319819519002,0.240230770636097
"Open Claims",1772597,1772598,1,0.808080808080808,1.23784138103513,0.225288843295953
"Open Claims",1772597,1772598,1,0.818181818181818,1.23911470227652,0.214867409826414
"Open Claims",1772597,1772598,1,0.828282828282828,1.2333951208926,0.208219165915879
"Open Claims",1772597,1772598,1,0.838383838383838,1.21923926554793,0.203519399994786
"Open Claims",1772597,1772598,1,0.848484848484849,1.19758304990989,0.198235493115733
"Open Claims",1772597,1772598,1,0.858585858585859,1.17042958899164,0.189799386206657
"Open Claims",1772597,1772598,1,0.868686868686869,1.13944048504129,0.176781148284677
"Open Claims",1772597,1772598,1,0.878787878787879,1.10501105623494,0.159961256212574
"Open Claims",1772597,1772598,1,0.888888888888889,1.0662952836502,0.14133358513879
"Open Claims",1772597,1772598,1,0.898989898989899,1.02171403396526,0.122879344571019
"Open Claims",1772597,1772598,1,0.909090909090909,0.969811872583369,0.105899432019844
"Open Claims",1772597,1772598,1,0.919191919191919,0.909890118811871,0.0911866420156785
"Open Claims",1772597,1772598,1,0.929292929292929,0.842500098814411,0.0790452014207658
"Open Claims",1772597,1772598,1,0.939393939393939,0.768534471919503,0.0691902203945528
"Open Claims",1772597,1772598,1,0.94949494949495,0.688250582735284,0.060826478947695
"Open Claims",1772597,1772598,1,0.95959595959596,0.600884438823594,0.0529004929298568
"Open Claims",1772597,1772598,1,0.96969696969697,0.506009243281097,0.0441976728303109
"Open Claims",1772597,1772598,1,0.97979797979798,0.405618665224511,0.0340065589552027
"Open Claims",1772597,1772598,1,0.98989898989899,0.305236091169397,0.023058891460642
"Open Claims",1772597,1772598,1,1,0.212922839694583,0.013278416414717
"Open Claims",1772597,1772599,1,0,9.60290916014919e-05,0.00649736287407754
"Open Claims",1772597,1772599,1,0.0101010101010101,0.000279008916349734,0.0144200512317938
"Open Claims",1772597,1772599,1,0.0202020202020202,0.000719718717922592,0.0287486221971726
"Open Claims",1772597,1772599,1,0.0303030303030303,0.00166127952153548,0.051980594560212
"Open Claims",1772597,1772599,1,0.0404040404040404,0.00341390950042699,0.0858568373846936
"Open Claims",1772597,1772599,1,0.0505050505050505,0.00628735623273246,0.131157496565024
"Open Claims",1772597,1772599,1,0.0606060606060606,0.0104674887548578,0.188314543307058
"Open Claims",1772597,1772599,1,0.0707070707070707,0.0159478785520664,0.257085214251768
"Open Claims",1772597,1772599,1,0.0808080808080808,0.0225740825966907,0.337187735101676
"Open Claims",1772597,1772599,1,0.0909090909090909,0.0302560239944461,0.42774172356762
"Open Claims",1772597,1772599,1,0.101010101010101,0.0391662728672598,0.526647388533005
"Open Claims",1772597,1772599,1,0.111111111111111,0.0497501074971994,0.631370455107811
"Open Claims",1772597,1772599,1,0.121212121212121,0.0626321679090073,0.739457448142029
"Open Claims",1772597,1772599,1,0.131313131313131,0.0784293930229016,0.849375366192036
"Open Claims",1772597,1772599,1,0.141414141414141,0.0978396221627563,0.960541869703496
"Open Claims",1772597,1772599,1,0.151515151515152,0.121557943977911,1.07257573882123
"Open Claims",1772597,1772599,1,0.161616161616162,0.149965251408166,1.18474541673218
"Open Claims",1772597,1772599,1,0.171717171717172,0.182602962974092,1.29607180559834
"Open Claims",1772597,1772599,1,0.181818181818182,0.218100805916982,1.40589707489764
"Open Claims",1772597,1772599,1,0.191919191919192,0.254821383739858,1.51357970057911
"Open Claims",1772597,1772599,1,0.202020202020202,0.291695378591453,1.61778350629738
"Open Claims",1772597,1772599,1,0.212121212121212,0.328744949062039,1.71705032188112
"Open Claims",1772597,1772599,1,0.222222222222222,0.366926091594769,1.81132444085971
"Open Claims",1772597,1772599,1,0.232323232323232,0.407550444388234,1.90248086296539
"Open Claims",1772597,1772599,1,0.242424242424242,0.451813171571064,1.99162904036377
"Open Claims",1772597,1772599,1,0.252525252525253,0.500555785386217,2.07593288374607
"Open Claims",1772597,1772599,1,0.262626262626263,0.553998338521856,2.14849703770098
"Open Claims",1772597,1772599,1,0.272727272727273,0.61145860794368,2.20149175679257
"Open Claims",1772597,1772599,1,0.282828282828283,0.671430692290024,2.23107815242382
"Open Claims",1772597,1772599,1,0.292929292929293,0.73200849476333,2.24006015903035
"Open Claims",1772597,1772599,1,0.303030303030303,0.791639326933998,2.23534410020163
"Open Claims",1772597,1772599,1,0.313131313131313,0.849746598259068,2.22547024678512
"Open Claims",1772597,1772599,1,0.323232323232323,0.906599698600003,2.21743645422926
"Open Claims",1772597,1772599,1,0.333333333333333,0.962607893823583,2.2151536327864
"Open Claims",1772597,1772599,1,0.343434343434343,1.0175686376456,2.21785688714589
"Open Claims",1772597,1772599,1,0.353535353535354,1.07044367018655,2.22115462332303
"Open Claims",1772597,1772599,1,0.363636363636364,1.11996651677321,2.21994039507853
"Open Claims",1772597,1772599,1,0.373737373737374,1.16554050600697,2.21224812285133
"Open Claims",1772597,1772599,1,0.383838383838384,1.20780444976097,2.19976706184298
"Open Claims",1772597,1772599,1,0.393939393939394,1.2484083933547,2.18498719408568
"Open Claims",1772597,1772599,1,0.404040404040404,1.28936273034793,2.16709695169893
"Open Claims",1772597,1772599,1,0.414141414141414,1.33254592311294,2.140879527124
"Open Claims",1772597,1772599,1,0.424242424242424,1.37977243177048,2.10045644638281
"Open Claims",1772597,1772599,1,0.434343434343434,1.43259754847953,2.04351230302784
"Open Claims",1772597,1772599,1,0.444444444444444,1.491208982918,1.97323259199227
"Open Claims",1772597,1772599,1,0.454545454545455,1.55300847553533,1.89641427086366
"Open Claims",1772597,1772599,1,0.464646464646465,1.61278201494479,1.81890875214827
"Open Claims",1772597,1772599,1,0.474747474747475,1.66458531018898,1.74359684042752
"Open Claims",1772597,1772599,1,0.484848484848485,1.70432494764,1.67068262829212
"Open Claims",1772597,1772599,1,0.494949494949495,1.73157967558257,1.5994466171676
"Open Claims",1772597,1772599,1,0.505050505050505,1.74853826344694,1.52937783314001
"Open Claims",1772597,1772599,1,0.515151515151515,1.7579996357428,1.46080417977435
"Open Claims",1772597,1772599,1,0.525252525252525,1.76210207615133,1.39516581295419
"Open Claims",1772597,1772599,1,0.535353535353535,1.76239181886822,1.33453338680996
"Open Claims",1772597,1772599,1,0.545454545454546,1.76045822471016,1.28033197465722
"Open Claims",1772597,1772599,1,0.555555555555556,1.75780836273403,1.2311684729564
"Open Claims",1772597,1772599,1,0.565656565656566,1.75517507694598,1.18225639717328
"Open Claims",1772597,1772599,1,0.575757575757576,1.751886768718,1.12773428684645
"Open Claims",1772597,1772599,1,0.585858585858586,1.74614421266524,1.06499395333339
"Open Claims",1772597,1772599,1,0.595959595959596,1.73615079332961,0.996966571929086
"Open Claims",1772597,1772599,1,0.606060606060606,1.72120267651201,0.930581050819621
"Open Claims",1772597,1772599,1,0.616161616161616,1.70207568953598,0.872313775528657
"Open Claims",1772597,1772599,1,0.626262626262626,1.68049792094012,0.824892808144703
"Open Claims",1772597,1772599,1,0.636363636363636,1.6580813968428,0.786749557431426
"Open Claims",1772597,1772599,1,0.646464646464647,1.63537805359296,0.753741711563958
"Open Claims",1772597,1772599,1,0.656565656565657,1.61183725740376,0.72156611492405
"Open Claims",1772597,1772599,1,0.666666666666667,1.58647192433776,0.686817869837238
"Open Claims",1772597,1772599,1,0.676767676767677,1.55892208799008,0.647382499244519
"Open Claims",1772597,1772599,1,0.686868686868687,1.53010444814788,0.602339508813185
"Open Claims",1772597,1772599,1,0.696969696969697,1.50197914584124,0.552743184131318
"Open Claims",1772597,1772599,1,0.707070707070707,1.47661873487499,0.50145276248729
"Open Claims",1772597,1772599,1,0.717171717171717,1.45526388498424,0.452544154633591
"Open Claims",1772597,1772599,1,0.727272727272727,1.43792058027572,0.409585092422484
"Open Claims",1772597,1772599,1,0.737373737373737,1.42397120255307,0.374621745539561
"Open Claims",1772597,1772599,1,0.747474747474748,1.41261905764878,0.34762977305609
"Open Claims",1772597,1772599,1,0.757575757575758,1.40285500341428,0.327008416149
"Open Claims",1772597,1772599,1,0.767676767676768,1.39307996550448,0.310456494906564
"Open Claims",1772597,1772599,1,0.777777777777778,1.38115635154495,0.295560213105498
"Open Claims",1772597,1772599,1,0.787878787878788,1.36505571413312,0.280580739264456
"Open Claims",1772597,1772599,1,0.797979797979798,1.34382064937431,0.264524412852385
"Open Claims",1772597,1772599,1,0.808080808080808,1.31815331582165,0.247413852608911
"Open Claims",1772597,1772599,1,0.818181818181818,1.29023798498824,0.230496570115925
"Open Claims",1772597,1772599,1,0.828282828282828,1.26239575074293,0.215901696517905
"Open Claims",1772597,1772599,1,0.838383838383838,1.23602421614536,0.20517663940232
"Open Claims",1772597,1772599,1,0.848484848484849,1.21132354493616,0.197976371896281
"Open Claims",1772597,1772599,1,0.858585858585859,1.18787390567182,0.191824138336527
"Open Claims",1772597,1772599,1,0.868686868686869,1.16532721042686,0.183792853330432
"Open Claims",1772597,1772599,1,0.878787878787879,1.14331977902569,0.172030993553286
"Open Claims",1772597,1772599,1,0.888888888888889,1.12069915788774,0.156609783881488
"Open Claims",1772597,1772599,1,0.898989898989899,1.09488578655058,0.138984391427388
"Open Claims",1772597,1772599,1,0.909090909090909,1.06234511571793,0.121359225957743
"Open Claims",1772597,1772599,1,0.919191919191919,1.01953576062487,0.105624701407774
"Open Claims",1772597,1772599,1,0.929292929292929,0.963734777174858,0.0924728916306922
"Open Claims",1772597,1772599,1,0.939393939393939,0.893136985969301,0.0810504786163767
"Open Claims",1772597,1772599,1,0.94949494949495,0.806923958245882,0.0698970105864573
"Open Claims",1772597,1772599,1,0.95959595959596,0.705661669149682,0.0580526580607272
"Open Claims",1772597,1772599,1,0.96969696969697,0.591990544645436,0.045596559927738
"Open Claims",1772597,1772599,1,0.97979797979798,0.471582126641664,0.0333367151512568
"Open Claims",1772597,1772599,1,0.98989898989899,0.353040051151364,0.0223485342180119
"Open Claims",1772597,1772599,1,1,0.245933438663041,0.0135071540279609
"Open Claims",1772597,1772598,2,0,0.000162744319353687,0.000866514901817728
"Open Claims",1772597,1772598,2,0.0101010101010101,0.000372050112721126,0.00239027183598947
"Open Claims",1772597,1772598,2,0.0202020202020202,0.000753009369660628,0.00565548739283055
"Open Claims",1772597,1772598,2,0.0303030303030303,0.00135999274010303,0.0117620591599138
"Open Claims",1772597,1772598,2,0.0404040404040404,0.00222947966694837,0.0221523878039366
"Open Claims",1772597,1772598,2,0.0505050505050505,0.00340077258650034,0.0382948850388108
"Open Claims",1772597,1772598,2,0.0606060606060606,0.00497992732160987,0.0617605369349534
"Open Claims",1772597,1772598,2,0.0707070707070707,0.00720053334886802,0.0933599357351489
"Open Claims",1772597,1772598,2,0.0808080808080808,0.0104380160054523,0.13358521636252
"Open Claims",1772597,1772598,2,0.0909090909090909,0.0151279490680771,0.182404213659392
"Open Claims",1772597,1772598,2,0.101010101010101,0.0216752681268719,0.240104842723597
"Open Claims",1772597,1772598,2,0.111111111111111,0.0303159986329272,0.308355458888409
"Open Claims",1772597,1772598,2,0.121212121212121,0.041206118988851,0.390274339561333
"Open Claims",1772597,1772598,2,0.131313131313131,0.0544490069776414,0.488537149618875
"Open Claims",1772597,1772598,2,0.141414141414141,0.0701049200114254,0.600345391568491
"Open Claims",1772597,1772598,2,0.151515151515152,0.0880368807574635,0.718452934088116
"Open Claims",1772597,1772598,2,0.161616161616162,0.107930431462242,0.836682671802228
"Open Claims",1772597,1772598,2,0.171717171717172,0.129499260181296,0.956066186209391
"Open Claims",1772597,1772598,2,0.181818181818182,0.15298495873717,1.08253816464379
"Open Claims",1772597,1772598,2,0.191919191919192,0.179650307258472,1.21907832203373
"Open Claims",1772597,1772598,2,0.202020202020202,0.211728826477697,1.36185669476955
"Open Claims",1772597,1772598,2,0.212121212121212,0.251689673998579,1.5039164343355
"Open Claims",1772597,1772598,2,0.222222222222222,0.301112545052859,1.64177694506672
"Open Claims",1772597,1772598,2,0.232323232323232,0.359876717070498,1.77774483840996
"Open Claims",1772597,1772598,2,0.242424242424242,0.42604142928424,1.9152801148167
"Open Claims",1772597,1772598,2,0.252525252525253,0.496972664307089,2.05166552151534
"Open Claims",1772597,1772598,2,0.262626262626263,0.570266514780152,2.17522483376808
"Open Claims",1772597,1772598,2,0.272727272727273,0.644456451588039,2.27250212893551
"Open Claims",1772597,1772598,2,0.282828282828283,0.719111719903968,2.34063385315765
"Open Claims",1772597,1772598,2,0.292929292929293,0.794310041762157,2.38984347934676
"Open Claims",1772597,1772598,2,0.303030303030303,0.869698705305895,2.43435417848876
"Open Claims",1772597,1772598,2,0.313131313131313,0.943788478987364,2.4781700959376
"Open Claims",1772597,1772598,2,0.323232323232323,1.01420751651151,2.51329739413117
"Open Claims",1772597,1772598,2,0.333333333333333,1.07902048778549,2.52973864404367
"Open Claims",1772597,1772598,2,0.343434343434343,1.1381780063864,2.52641711743278
"Open Claims",1772597,1772598,2,0.353535353535354,1.19400509576506,2.51092149601321
"Open Claims",1772597,1772598,2,0.363636363636364,1.25010383468092,2.49135701416935
"Open Claims",1772597,1772598,2,0.373737373737374,1.30903745818712,2.47089505819164
"Open Claims",1772597,1772598,2,0.383838383838384,1.37074043498153,2.44937737197204
"Open Claims",1772597,1772598,2,0.393939393939394,1.43265016450685,2.42676380588022
"Open Claims",1772597,1772598,2,0.404040404040404,1.4912619142505,2.40201579630134
"Open Claims",1772597,1772598,2,0.414141414141414,1.54415282447327,2.37027306732769
"Open Claims",1772597,1772598,2,0.424242424242424,1.590759352745,2.32341217862345
"Open Claims",1772597,1772598,2,0.434343434343434,1.63210783321287,2.2553607965744
"Open Claims",1772597,1772598,2,0.444444444444444,1.67003562907888,2.16755912042981
"Open Claims",1772597,1772598,2,0.454545454545455,1.70654954938484,2.06852760894466
"Open Claims",1772597,1772598,2,0.464646464646465,1.74299660717297,1.96878379814737
"Open Claims",1772597,1772598,2,0.474747474747475,1.77940377603457,1.87433266589766
"Open Claims",1772597,1772598,2,0.484848484848485,1.81402936072498,1.78534322735554
"Open Claims",1772597,1772598,2,0.494949494949495,1.84383139816045,1.70078279898611
"Open Claims",1772597,1772598,2,0.505050505050505,1.86588246285086,1.62283618324088
"Open Claims",1772597,1772598,2,0.515151515151515,1.87867754889958,1.55582789318325
"Open Claims",1772597,1772598,2,0.525252525252525,1.88256736854691,1.5003249173671
"Open Claims",1772597,1772598,2,0.535353535353535,1.8791960486695,1.4499889983023
"Open Claims",1772597,1772598,2,0.545454545454546,1.87027335469277,1.39558339458326
"Open Claims",1772597,1772598,2,0.555555555555556,1.85635658584899,1.3310989463955
"Open Claims",1772597,1772598,2,0.565656565656566,1.8366768746725,1.25615633562924
"Open Claims",1772597,1772598,2,0.575757575757576,1.80994794841358,1.17559756875805
"Open Claims",1772597,1772598,2,0.585858585858586,1.77621011209584,1.09615739268298
"Open Claims",1772597,1772598,2,0.595959595959596,1.73765144925039,1.02354013851473
"Open Claims",1772597,1772598,2,0.606060606060606,1.6982133848662,0.960150196142918
"Open Claims",1772597,1772598,2,0.616161616161616,1.66191066513835,0.90479736155888
"Open Claims",1772597,1772598,2,0.626262626262626,1.63093135510244,0.853637873980903
"Open Claims",1772597,1772598,2,0.636363636363636,1.60513025460059,0.802594366198813
"Open Claims",1772597,1772598,2,0.646464646464647,1.58269885251573,0.748838314437952
"Open Claims",1772597,1772598,2,0.656565656565657,1.56108646697076,0.691672889252267
"Open Claims",1772597,1772598,2,0.666666666666667,1.53758859900707,0.633422680605578
"Open Claims",1772597,1772598,2,0.676767676767677,1.50979442310313,0.579262386743777
"Open Claims",1772597,1772598,2,0.686868686868687,1.47613502966256,0.534703376828753
"Open Claims",1772597,1772598,2,0.696969696969697,1.43673975587995,0.501189337877813
"Open Claims",1772597,1772598,2,0.707070707070707,1.39404028890272,0.474777821393766
"Open Claims",1772597,1772598,2,0.717171717171717,1.35217448022501,0.448862485412726
"Open Claims",1772597,1772598,2,0.727272727272727,1.31519835946262,0.419358333151863
"Open Claims",1772597,1772598,2,0.737373737373737,1.28546159849151,0.386767363354809
"Open Claims",1772597,1772598,2,0.747474747474748,1.26313476009192,0.35436705172937
"Open Claims",1772597,1772598,2,0.757575757575758,1.24688800381338,0.325223648833827
"Open Claims",1772597,1772598,2,0.767676767676768,1.23574709941067,0.30012972948919
"Open Claims",1772597,1772598,2,0.777777777777778,1.22969320035943,0.27796554455366
"Open Claims",1772597,1772598,2,0.787878787878788,1.22898175318607,0.257634579924158
"Open Claims",1772597,1772598,2,0.797979797979798,1.23251572337878,0.239668746656884
"Open Claims",1772597,1772598,2,0.808080808080808,1.23723027429083,0.225350982164573
"Open Claims",1772597,1772598,2,0.818181818181818,1.23884192292976,0.21530377393755
"Open Claims",1772597,1772598,2,0.828282828282828,1.23351485710743,0.208653975302069
"Open Claims",1772597,1772598,2,0.838383838383838,1.21952288045881,0.203653686848067
"Open Claims",1772597,1772598,2,0.848484848484849,1.19762814907451,0.198003230103561
"Open Claims",1772597,1772598,2,0.858585858585859,1.16992709861296,0.189353470989776
"Open Claims",1772597,1772598,2,0.868686868686869,1.13837086051613,0.17634414066986
"Open Claims",1772597,1772598,2,0.878787878787879,1.10361937755034,0.159659806021747
"Open Claims",1772597,1772598,2,0.888888888888889,1.06484762601347,0.141157487239903
"Open Claims",1772597,1772598,2,0.898989898989899,1.02029266498155,0.122758725389336
"Open Claims",1772597,1772598,2,0.909090909090909,0.968298942988679,0.105796574471334
"Open Claims",1772597,1772598,2,0.919191919191919,0.908115997489286,0.0911061669621631
"Open Claims",1772597,1772598,2,0.929292929292929,0.840432502202852,0.0789970194142849
"Open Claims",1772597,1772598,2,0.939393939393939,0.766292243762939,0.0691677313208129
"Open Claims",1772597,1772598,2,0.94949494949495,0.686027877500345,0.0608174036131792
"Open Claims",1772597,1772598,2,0.95959595959596,0.598842951850145,0.0529023038041544
"Open Claims",1772597,1772598,2,0.96969696969697,0.504248759266912,0.0442211044902415
"Open Claims",1772597,1772598,2,0.97979797979798,0.404169535851153,0.0340559446855542
"Open Claims",1772597,1772598,2,0.98989898989899,0.304093728455295,0.0231199050441419
"Open Claims",1772597,1772598,2,1,0.21208024416054,0.0133297194128879
"Open Claims",1772597,1772599,2,0,9.25700860520587e-05,0.00631056319649897
"Open Claims",1772597,1772599,2,0.0101010101010101,0.000270131875266587,0.0140322047615039
"Open Claims",1772597,1772599,2,0.0202020202020202,0.000699371077909166,0.0280562203436871
"Open Claims",1772597,1772599,2,0.0303030303030303,0.0016211871315688,0.0508826466630314
"Open Claims",1772597,1772599,2,0.0404040404040404,0.00334517995627792,0.0843244705563714
"Open Claims",1772597,1772599,2,0.0505050505050505,0.00618370746214142,0.129192954481695
"Open Claims",1772597,1772599,2,0.0606060606060606,0.0103282415015123,0.18592065469865
"Open Claims",1772597,1772599,2,0.0707070707070707,0.0157762141282781,0.254278884558484
"Open Claims",1772597,1772599,2,0.0808080808080808,0.0223758085264002,0.333941773849631
"Open Claims",1772597,1772599,2,0.0909090909090909,0.0300320325572216,0.424072860411566
"Open Claims",1772597,1772599,2,0.101010101010101,0.0389165650687227,0.522612057760607
"Open Claims",1772597,1772599,2,0.111111111111111,0.0494805667441859,0.627087150466714
"Open Claims",1772597,1772599,2,0.121212121212121,0.0623543357635498,0.735096385055548
"Open Claims",1772597,1772599,2,0.131313131313131,0.0781533552953017,0.84507633817576
"Open Claims",1772597,1772599,2,0.141414141414141,0.0975517438851884,0.95632820205478
"Open Claims",1772597,1772599,2,0.151515151515152,0.121219135490951,1.06830585248151
"Open Claims",1772597,1772599,2,0.161616161616162,0.149525992481298,1.18018614166309
"Open Claims",1772597,1772599,2,0.171717171717172,0.182042609279357,1.29108419145344
"Open Claims",1772597,1772599,2,0.181818181818182,0.217428730088617,1.40063767104282
"Open Claims",1772597,1772599,2,0.191919191919192,0.254065465905417,1.5085809273829
"Open Claims",1772597,1772599,2,0.202020202020202,0.290876049358855,1.61383517984749
"Open Claims",1772597,1772599,2,0.212121212121212,0.327867367199038,1.71490732674676
"Open Claims",1772597,1772599,2,0.222222222222222,0.366007557512676,1.81137801649295
"Open Claims",1772597,1772599,2,0.232323232323232,0.40665652160847,1.90447909509661
"Open Claims",1772597,1772599,2,0.242424242424242,0.45106303227517,1.99470475653284
"Open Claims",1772597,1772599,2,0.252525252525253,0.500077860700311,2.07895811406089
"Open Claims",1772597,1772599,2,0.262626262626263,0.553875848362647,2.15075105709661
"Open Claims",1772597,1772599,2,0.272727272727273,0.611689916067417,2.2029990619605
"Open Claims",1772597,1772599,2,0.282828282828283,0.671954112078375,2.23233495108157
"Open Claims",1772597,1772599,2,0.292929292929293,0.73274875355942,2.24154970669199
"Open Claims",1772597,1772599,2,0.303030303030303,0.792536610927636,2.23723327716568
"Open Claims",1772597,1772599,2,0.313131313131313,0.850747479482838,2.22760876809835
"Open Claims",1772597,1772599,2,0.323232323232323,0.907636461677373,2.21954724242156
"Open Claims",1772597,1772599,2,0.333333333333333,0.963601276062645,2.21700917785994
"Open Claims",1772597,1772599,2,0.343434343434343,1.01847396248556,2.21941868762899
"Open Claims",1772597,1772599,2,0.353535353535354,1.07130819481179,2.22251784619057
"Open Claims",1772597,1772599,2,0.363636363636364,1.12093762056839,2.22120222807245
